1032里防災避難地圖,新北市29區1032里防災避難地圖,124713,新北市各里防災避難地圖網址清單,Area;Village;Number;Link;Caption,新北市政府消防局
NewTaipei熱點,新北市NewTaipei熱點-石碇區,125623,新北市政府無線網路(NewTaipei)熱點資訊。-石碇區,id;spot_name;type;company;district;address;apparatus_name;latitude;longitude;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府研究發展考核委員會
NewTaipei熱點,新北市NewTaipei熱點-樹林區,125661,新北市政府無線網路(NewTaipei)熱點資訊。-樹林區,id;spot_name;type;company;district;address;apparatus_name;latitude;longitude;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府研究發展考核委員會
NewTaipei熱點,新北市NewTaipei熱點-坪林區,125921,新北市政府無線網路(NewTaipei)熱點資訊。-坪林區,id;spot_name;type;company;district;address;apparatus_name;latitude;longitude;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府研究發展考核委員會
NewTaipei熱點,新北市NewTaipei熱點-貢寮區,125925,新北市政府無線網路(NewTaipei)熱點資訊。-貢寮區,id;spot_name;type;company;district;address;apparatus_name;latitude;longitude;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府研究發展考核委員會
iMAP可供認養綠美化土地環境主題,新北市iMAP可供認養綠美化土地環境主題108,124685,新北市iMAP可供認養綠美化土地環境主題,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10;field_11,新北市政府財政局
「孕婦乙型鏈球菌篩檢補助服務方案」特約院所名單,新北市「孕婦乙型鏈球菌篩檢補助服務方案」特約院所名單,124862,新北市「孕婦乙型鏈球菌篩檢補助服務方案」特約院所名單相關資訊,HOSPITAL;NAME;ADDRESS;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府衛生局
「心靈小綠洲講座」辦理情形,新北市政府「心靈小綠洲講座」辦理情形,123447,新北市政府「心靈小綠洲講座」辦理情形,date;lecturer;topic;people,新北市政府人事處
「新手爸媽講座」辦理情形,新北市政府「新手爸媽講座」辦理情形,123757,新北市政府「新手爸媽講座」辦理情形,date;lecturer;topic;people,新北市政府人事處
「潛伏結核感染治療指定醫院」IGRA服務時間,109年度「潛伏結核感染治療指定醫院」IGRA服務時間,125499,109年度「潛伏結核感染治療指定醫院」IGRA服務時間,Medical_Care_Institutes;Code;Time;Address;TEL;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府衛生局
一般護理之家清冊,新北市一般護理之家清冊,123642,新北市政府衛生局所提供之護理機構清冊(更新日期:109年5月4日),no;title;address;name;tel;bed;number;twd97X;twd97Y;wgs84aX;wgs84aY,新北市政府衛生局
三重地政事務所新舊地號對照表,三重地政事務所新舊地號對照表-三重區,123909,本資料集為本市三重地政事務所轄區之土地新舊地號對照表(資料更新截至108年12月31日)-三重區,District_New;SectionNumber_New;Section_New;Num_New;District_Old;SectionNumber_Old;Section_Old;Num_Old,新北市政府地政局
三重地政事務所新舊地號對照表,三重地政事務所新舊地號對照表-蘆洲區,124484,本資料集為本市三重地政事務所轄區之土地新舊地號對照表(資料更新截至108年12月31日)-蘆洲區,District_New;SectionNumber_New;Section_New;Num_New;District_Old;SectionNumber_Old;Section_Old;Num_Old,新北市政府地政局
三重地政事務所新舊地號對照表,三重地政事務所新舊地號對照表,125363,本資料集為本市三重地政事務所轄區之土地新舊地號對照表(資料更新截至108年12月31日),District_New;SectionNumber_New;Section_New;Num_New;District_Old;SectionNumber_Old;Section_Old;Num_Old,新北市政府地政局
三重地政事務所新舊建號對照表,三重地政事務所新舊建號對照表,125769,本資料集為本市三重地政事務所轄區之土地新舊建號對照表(資料更新截至108年12月31日),District_New;SectionNumber_New;Section_New;Num_New;District_Old;SectionNumber_Old;Section_Old;Num_Old,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-新莊區,123773,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-新莊區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-中和區,124220,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-中和區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-汐止區,124487,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-汐止區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-三峽區,126132,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-三峽區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-永和區,127315,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-永和區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-三重區,127316,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-三重區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-林口區,127317,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-林口區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-樹林區,127319,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-樹林區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-土城區,127320,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-土城區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-淡水區,127322,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-淡水區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-五股區,127323,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-五股區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-新店區,127324,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-新店區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-板橋區,127862,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-板橋區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-三芝區,130275,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-三芝區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-泰山區,130279,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-泰山區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-租賃案件,不動產實價登錄資訊-租賃案件-鶯歌區,130280,1. 不動產租賃案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-鶯歌區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-永和區,123297,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-永和區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-深坑區,123543,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-深坑區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-土城區,123765,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-土城區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-林口區,124178,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-林口區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-蘆洲區,124305,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-蘆洲區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-三重區,124615,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-三重區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
不動產實價登錄資訊-買賣案件,不動產實價登錄資訊-買賣案件-板橋區,124634,1. 不動產賣賣案件實價登錄資訊，包含標的位置(去識別化)、面積、總價等資訊。 2. 本資料集為每10日更新一次。-板橋區,district;rps01;rps02;rps03;rps04;rps05;rps06;rps07;rps08;rps09;rps10;rps11;rps12;rps13;rps14;rps15;rps16;rps17;rps18;rps19;rps20;rps21;rps22;rps23;rps24;rps25;rps26;rps27;rps28;rps29;rps30;rps31,新北市政府地政局
